,callDateTime,priority,district,description,callNumber,incidentLocation,location
13348,7/17/2015 13:54,Medium,CD,911/NO  VOICE,P151981507,0 S GREENE ST,"(39.2885206,-76.6236639)"
13349,7/17/2015 13:53,High,ND,SILENT ALARM,P151981508,500 EVESHAM AV,"(39.3655009,-76.6096895)"
13350,7/17/2015 13:54,Medium,SD,DISORDERLY,P151981509,S MARTIN LUTHER KING JR BL/WASHINGTON BL,"(39.283351,-76.626371)"
13351,7/17/2015 13:53,Medium,CD,COMMON ASSAULT,P151981510,700 EDMONDSON AV,"(39.2774088,-76.7332212)"
13352,7/17/2015 13:58,Low,CW,OTHER,P151981512,1600 DRUID HILL AV,"(39.3042900,-76.6317650)"
13353,7/17/2015 13:57,Low,NW,LARCENY F/AUTO,P151981513,4100 REISTERSTOWN RD,"(39.3349600,-76.6652240)"
13354,7/17/2015 13:57,Medium,CD,NARCOTICS INSIDE,P151981514,100 N HOWARD ST,"(39.2905830,-76.6197690)"
13355,7/17/2015 13:51,Low,ED,INVES TROUBLE,P151981515,GREENMOUNT AV/E NORTH AV,"(39.311405,-76.609461)"
13356,7/17/2015 13:59,Medium,WD,911/NO  VOICE,P151981516,1500 MOSHER ST,"(39.3000397,-76.6416875)"
13357,7/17/2015 13:57,Non-Emergency,SE,Private Tow,P151981517,3500 BOSTON ST,"(39.2778014,-76.5670163)"
13358,7/17/2015 13:59,Medium,CW,NARCOTICS INSIDE,P151981518,600 E FAYETTE ST,"(39.2906673,-76.6071593)"
13359,7/17/2015 13:55,Low,NW,HIT AND RUN,P151981519,WABASH AV/W NORTHERN PY,"(39.345652,-76.696857)"
13360,7/17/2015 14:00,Medium,SE,911/NO  VOICE,P151981521,700 S EXETER ST,"(39.2832526,-76.6001808)"
13361,7/17/2015 14:01,High,NW,Traffic Stop,P151981522,4700 BLK GARRISON BL,"(39.3395813,-76.6848391)"
13362,7/17/2015 14:01,High,SE,RA POLICE,P151981523,3500 GOUGH ST,"(39.2888280,-76.5681540)"
13363,7/17/2015 13:57,Medium,NE,COMMON ASSAULT,P151981525,4000 BALFERN AV,"(39.3172840,-76.5593780)"
13364,7/17/2015 13:59,Medium,ED,911/NO  VOICE,P151981526,1000 EDISON HY,"(39.3029101,-76.5728709)"
13365,7/17/2015 14:01,Medium,WD,911/NO  VOICE,P151981527,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
13366,7/17/2015 14:00,Low,NW,LARCENCY,P151981528,4600 W NORTHERN PY,"(39.2903848,-76.6121893)"
13367,7/17/2015 13:59,Medium,CD,MENTAL CASE,P151981529,1600 ST PAUL ST,"(39.3068545,-76.6146794)"
13368,7/17/2015 14:02,Medium,CD,DISORDERLY,P151981530,0 HOPKINS PL,"(39.2889380,-76.6177927)"
13369,7/17/2015 14:04,High,CD,AUTO ACC/INJ PED,P151981532,300 N EUTAW ST,"(39.2929880,-76.6213830)"
13370,7/17/2015 14:04,Low,NE,RECOVERED VEH,P151981533,5200 BLK GREENHILL AV,"(39.3348845,-76.5511645)"
13371,7/17/2015 14:03,Low,CD,UNKNOWN TROUBLE,P151981534,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
13372,7/17/2015 14:02,Medium,NW,COMMON ASSAULT,P151981535,WESTCHESTER RD/N LOUDON AV,"(39.319021,-76.688851)"
13373,7/17/2015 14:04,Medium,CD,JUV DISTURBANCE,P151981536,1100 W NORTH AV,"(39.3105890,-76.6362400)"
13374,7/17/2015 14:04,Medium,CD,911/NO  VOICE,P151981538,0 N GREENE ST,"(39.2892172,-76.6236974)"
13375,7/17/2015 14:06,High,CD,Field Interview,P151981539,E CONWAY ST/S CHARLES ST,"(39.284288,-76.614689)"
13376,7/17/2015 14:06,Medium,NW,911/NO  VOICE,P151981540,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
13377,7/17/2015 14:08,Non-Emergency,SE,Repairs/Service,P151981542,100,"(39.3810499,-76.6572571)"
13378,7/17/2015 14:02,Medium,ND,DISORDERLY,P151981543,5600 YORK RD,"(39.3579370,-76.6103220)"
13379,7/17/2015 14:08,Low,SE,OTHER,P151981547,800 S BROADWAY,"(39.2824523,-76.5936312)"
13380,7/17/2015 14:07,Medium,NW,NARCOTICSOutside,P151981550,5200 BLK CORDELIA AV,"(39.3468081,-76.6827824)"
13381,7/17/2015 14:10,Non-Emergency,ED,RECOVER PROPERTY,P151981552,1000 AISQUITH ST,"(39.3015991,-76.6020424)"
13382,7/17/2015 14:11,Low,SW,SEE TEXT,P151981553,2900 POPLAR TE,"(39.3130270,-76.6665350)"
13383,7/17/2015 14:12,Medium,SD,DISORDERLY,P151981554,600 CHERRY HILL RD,"(39.2504270,-76.6222864)"
13384,7/17/2015 14:11,Medium,SW,NARCOTICSOutside,P151981555,S PULASKI ST/FREDERICK AV,"(39.285767,-76.649925)"
13385,7/17/2015 14:09,Medium,CD,SUSPICIOUS PERS,P151981556,W FRANKLIN ST/PARK AV,"(39.295007,-76.618243)"
13386,7/17/2015 14:10,Low,SE,AUTO ACCIDENT,P151981558,E PRATT ST/S EDEN ST,"(39.289033,-76.598546)"
13387,7/17/2015 14:14,Non-Emergency,SW,Repairs/Service,P151981559,100,"(39.3810499,-76.6572571)"
13388,7/17/2015 14:12,Medium,SE,TRESPASSING,P151981560,4700 EASTERN AV,"(39.2872630,-76.5564360)"
13389,7/17/2015 14:11,Medium,NW,FAMILY DISTURB,P151981561,2300 ALLENDALE RD,"(39.3141697,-76.6801670)"
13390,7/17/2015 14:15,Medium,SW,911/NO  VOICE,P151981562,4000 CLIFTON AV,"(39.3121234,-76.6840226)"
13391,7/17/2015 14:13,Low,NE,HIT AND RUN,P151981563,1600 ROUNDHILL RD,"(39.3381560,-76.5914530)"
13392,7/17/2015 14:16,Medium,NW,AUTO THEFT,P151981564,N LOUDON AV/WESTCHESTER RD,"(39.319021,-76.688851)"
13393,7/17/2015 14:17,Medium,NE,Warrant Service,P151981565,6000 GLENOAK AV,"(39.3553280,-76.5508690)"
13394,7/17/2015 14:18,High,NE,Traffic Stop,P151981566,5200 HARFORD RD,"(39.3491740,-76.5644430)"
13395,7/17/2015 14:16,Medium,SW,911/NO  VOICE,P151981567,3600 W FRANKLIN ST,"(39.2930530,-76.6772140)"
13396,7/17/2015 14:17,Medium,SW,DISORDERLY,P151981568,1500 N ROSEDALE ST,"(39.3048460,-76.6693330)"
13397,7/17/2015 14:14,Medium,ND,DISORDERLY,P151981569,5600 YORK RD,"(39.3579370,-76.6103220)"
13398,7/17/2015 14:15,Medium,CD,911/NO  VOICE,P151981570,900 MADISON AV,"(39.2998941,-76.6235135)"
13399,7/17/2015 14:14,Medium,ND,DISORDERLY,P151981571,5300 YORK RD,"(39.3544569,-76.6101750)"
13400,7/17/2015 14:19,High,WD,Traffic Stop,P151981572,1000 BLK W BALTIMORE ST,"(39.2889640,-76.6339440)"
13401,7/17/2015 14:18,Medium,ND,NARCOTICSOutside,P151981573,2700 GREENMOUNT AV,"(39.3210140,-76.6097430)"
13402,7/17/2015 14:20,Medium,WD,911/NO  VOICE,P151981576,100 N FREMONT AV,"(39.2900897,-76.6295320)"
13403,7/17/2015 14:21,Low,SD,DESTRUCT PROPTY,P151981578,900 WASHINGTON BL,"(39.2829038,-76.6311600)"
13404,7/17/2015 14:21,Low,ED,DESTRUCT PROPTY,P151981579,400 E OLIVER ST,"(39.3068630,-76.6106027)"
13405,7/17/2015 14:22,Medium,CD,DISORDERLY,P151981581,2100 MCCULLOH ST,"(39.3087567,-76.6358240)"
13406,7/17/2015 14:22,Medium,NE,UNFOUNDED,P151981582,3500 BLK ELMORA AV,"(39.3159950,-76.5723010)"
13407,7/17/2015 14:13,Medium,ED,AUTO THEFT,P151981583,200 N GAY ST,"(39.2923113,-76.6088477)"
13408,7/17/2015 14:23,Medium,NE,911/NO  VOICE,P151981584,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
13409,7/17/2015 14:23,Medium,ED,DISORDERLY,P151981585,700 E NORTH AV,"(39.3117690,-76.6081720)"
13410,7/17/2015 14:23,Medium,WD,911/NO  VOICE,P151981586,2500 W NORTH AV,"(39.3100039,-76.6587889)"
13411,7/17/2015 14:23,Low,ED,LARCENCY,P151981587,GREENMOUNT AV/E 0ND ST,"(39.314516,-76.609498)"
13412,7/17/2015 14:16,Non-Emergency,SD,SUPV COMPLAINT,P151981589,1500 BLK RUSSELL ST,"(39.2744610,-76.6278710)"
13413,7/17/2015 14:20,Medium,SW,COMMON ASSAULT,P151981590,2900 CLIFTON AV,"(39.3115850,-76.6660610)"
13414,7/17/2015 14:25,High,ND,SILENT ALARM,P151981592,5300 YORK RD,"(39.3544569,-76.6101750)"
13415,7/17/2015 14:23,Medium,ND,911/NO  VOICE,P151981593,400 W 26TH ST,"(39.3187920,-76.6212484)"
13416,7/17/2015 14:26,Medium,ND,911/NO  VOICE,P151981594,100 HAMLET HILL RD,"(39.3568864,-76.6475478)"
13417,7/17/2015 14:27,Medium,SD,BURGLARY,P151981595,300 E HAMBURG ST,"(39.2784832,-76.6091584)"
13418,7/17/2015 14:27,Medium,SE,SUSPICIOUS PERS,P151981596,1500 BLK ELRINO ST,"(39.2762290,-76.5419660)"
13419,7/17/2015 14:24,High,SE,HOLDUP ALARM,P151981597,6500 EASTERN AV,"(39.2892458,-76.5357485)"
13420,7/17/2015 14:27,Medium,ED,DISORDERLY,P151981598,700 E NORTH AV,"(39.3117690,-76.6081720)"
13421,7/17/2015 14:28,High,WD,SILENT ALARM,P151981599,1600 MORELAND AV,"(39.3064220,-76.6560660)"
13422,7/17/2015 14:27,Medium,NE,DISORDERLY,P151981600,2500 ALBION AV,"(39.3488970,-76.5729500)"
13423,7/18/2015 23:10,Low,NE,OTHER,P151993278,3500 CHESTERFIELD AV,"(39.3211570,-76.5640790)"
13424,7/18/2015 23:12,Medium,NE,BY THREAT,P151993279,3500 ELMORA AV,"(39.3159950,-76.5723010)"
13425,7/18/2015 23:10,Low,SW,AUTO ACCIDENT,P151993280,300 S CHAPELGATE LN,"(39.2809661,-76.6990425)"
13426,7/18/2015 23:13,High,ND,Traffic Stop,P151993281,5400 YORK RD,"(39.3477099,-76.6074868)"
13427,7/18/2015 23:14,Non-Emergency,SW,Repairs/Service,P151993282,100,"(39.3810499,-76.6572571)"
13428,7/18/2015 23:09,Medium,NE,911/NO  VOICE,P151993283,4300 HILLEN RD,"(39.3418475,-76.5873262)"
13429,7/18/2015 23:11,Non-Emergency,NE,Private Tow,P151993284,2100 WOODBOURNE AV,"(39.3559849,-76.5725970)"
13430,7/18/2015 23:15,Non-Emergency,NW,Foot  Patrol,P151993286,QUEENSBERRY AV/SPAULDING AV,"(39.349945,-76.671834)"
13431,7/18/2015 23:15,Medium,ND,NARCOTICS ONVIEW,P151993287,5200 YORK RD,"(39.3477099,-76.6074868)"
13432,7/18/2015 23:14,Medium,SW,BURGLARY,P151993288,2800 WINCHESTER ST,"(39.3016340,-76.6637080)"
13433,7/18/2015 23:15,Non-Emergency,SE,Foot  Patrol,P151993289,100-400BLK S BROADWAY,"(39.2901983,-76.5942734)"
13434,7/18/2015 23:15,Medium,CD,911/NO  VOICE,P151993290,0 E PRATT ST,"(39.2865112,-76.6148804)"
13435,7/18/2015 23:13,High,NE,SHOOTING,P151993291,MANNASOTA AV/SHAMROCK AV,"(39.325338,-76.561571)"
13436,7/17/2015 14:31,Non-Emergency,SW,Repairs/Service,P151981604,100,"(39.3810499,-76.6572571)"
13437,7/17/2015 14:24,Non-Emergency,WD,Repo,P151981605,2300 WINCHESTER ST,"(39.3017730,-76.6536444)"
13438,7/17/2015 14:30,Non-Emergency,ED,UNAUTHORIZED USE,P151981606,500 N COLLINGTON AV,"(39.2968819,-76.5867840)"
13439,7/17/2015 14:32,Non-Emergency,SW,Repairs/Service,P151981607,100,"(39.3810499,-76.6572571)"
13440,7/17/2015 14:30,Low,ND,LARCENCY,P151981608,E 0TH ST/GREENMOUNT AV,"(39.318124,-76.609459)"
13441,7/17/2015 14:31,Medium,ED,BY PHONE,P151981609,1100 N FRONT ST,"(39.2974602,-76.6062690)"
13442,7/17/2015 14:33,Medium,ND,DISORDERLY,P151981611,400 ILCHESTER AV,"(39.3229496,-76.6110051)"
13443,7/17/2015 14:29,Medium,ND,DISORDERLY,P151981612,5500-1 YORK RD,"(39.3386889,-76.6096938)"
13444,7/17/2015 14:35,Medium,CD,911/NO  VOICE,P151981613,0 N PACA ST,"(39.2892687,-76.6223136)"
13445,7/17/2015 14:35,Medium,NE,UNFOUNDED,P151981614,1600 RAMBLEWOOD RD,"(39.3607230,-76.5853160)"
13446,7/17/2015 14:31,Medium,SW,DISORDERLY,P151981615,4000 CRANSTON AV,"(39.2965798,-76.6826080)"
13447,7/17/2015 14:33,Low,SD,LARCENY F/AUTO,P151981616,1600 BLK PATAPSCO ST,"(39.2712976,-76.6131938)"
13448,7/17/2015 14:30,Medium,SD,NARCOTICSOutside,P151981617,1800 W PRATT ST,"(39.2854771,-76.6453432)"
13449,7/17/2015 14:33,Medium,NW,DISORDERLY,P151981618,3700 BEEHLER AV,"(39.3427198,-76.6753564)"
13450,7/17/2015 14:34,Low,WD,LARCENCY,P151981619,1000 W BALTIMORE ST,"(39.2889640,-76.6339440)"
13451,7/17/2015 14:33,Medium,WD,DISORDERLY,P151981620,1200 W FAYETTE ST,"(39.2901100,-76.6369670)"
13452,7/17/2015 14:37,Non-Emergency,SW,Foot  Patrol,P151981621,W PRATT ST/S PULASKI ST,"(39.285020,-76.649899)"
13453,7/17/2015 14:36,Medium,NE,911/NO  VOICE,P151981622,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
13454,7/17/2015 14:35,Non-Emergency,SD,Private Tow,P151981623,800 E FORT AV,"(39.2722270,-76.6022850)"
13455,7/17/2015 14:38,Low,SW,WANTED ON WARR,P151981624,4700 BLK FREDERICK AV,"(39.2817070,-76.6930730)"
13456,7/17/2015 14:37,Medium,WD,911/NO  VOICE,P151981625,1000 W BALTIMORE ST,"(39.2889640,-76.6339440)"
13457,7/17/2015 14:37,Medium,ED,NARCOTICSOutside,P151981626,1900 E 20TH ST,"(39.3131598,-76.5917722)"
13458,7/17/2015 14:38,High,WD,ARMED PERSON,P151981627,900 N CARROLLTON AV,"(39.2991360,-76.6373212)"
13459,7/17/2015 14:33,Medium,NE,911/NO  VOICE,P151981628,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
13460,7/17/2015 14:38,Low,TRU,LARCENCY,P151981630,2000 CLIFTWOOD AV,"(39.3137355,-76.5899221)"
13461,7/17/2015 14:39,Non-Emergency,SE,Foot  Patrol,P151981631,200 S BROADWAY,"(39.2877262,-76.5939315)"
13462,7/17/2015 14:38,Medium,ND,COMMON ASSAULT,P151981632,N CALVERT ST/E UNIVERSITY PY,"(39.330766,-76.615059)"
13463,7/17/2015 14:39,Medium,NW,911/NO  VOICE,P151981633,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
13464,7/17/2015 14:36,Medium,CD,911/NO  VOICE,P151981634,1200 CATHEDRAL ST,"(39.3034583,-76.6184346)"
13465,7/17/2015 14:39,Non-Emergency,SE,PRKG COMPLAINT,P151981635,LLOYD ST/E LOMBARD ST,"(39.289653,-76.601174)"
13466,7/17/2015 14:41,Low,SE,ASSIST,P151981636,3100 E BALTIMORE ST,"(39.2925360,-76.5732100)"
13467,7/17/2015 14:40,Low,NE,LARCENY F/AUTO,P151981637,3200 LYNDALE AV,"(39.3166100,-76.5783850)"
13468,7/17/2015 14:42,Low,SD,OTHER,P151981639,1300 WARNER ST,"(39.2763418,-76.6241019)"
13469,7/17/2015 14:42,Medium,SW,MISSING PERSON,P151981640,3000 ROSEDALE CT,"(39.3024297,-76.6684211)"
13470,7/17/2015 14:44,Medium,NE,SICK CASE,P151981642,E COLD SPRING LN/MORAVIA RD,"(39.342808,-76.569129)"
13471,7/17/2015 14:45,Non-Emergency,WD,ANIMAL DISTURB,P151981644,700 N GILMOR ST,"(39.2966480,-76.6431250)"
13472,7/17/2015 14:44,Low,ND,FALSE PRETENSE,P151981645,400 W COLD SPRING LN,"(39.3448726,-76.6301649)"
13473,7/17/2015 14:38,Medium,SE,FAMILY DISTURB,P151981646,6100 DANVILLE AV,"(39.2746245,-76.5434965)"
13474,7/17/2015 14:44,Medium,CD,DISORDERLY,P151981647,0 N HOWARD ST,"(39.2893800,-76.6193888)"
13475,7/17/2015 14:46,Medium,SE,ATTEMPT,P151981648,1600 EASTERN AV,"(39.2856358,-76.5951013)"
13476,7/17/2015 14:47,Medium,SE,DISORDERLY,P151981649,0 S EXETER ST,"(39.2904052,-76.6031374)"
13477,7/17/2015 14:48,Non-Emergency,NE,Repairs/Service,P151981650,100,"(39.3810499,-76.6572571)"
13478,7/17/2015 14:43,Medium,SE,BURGLARY,P151981652,400 BLK S CLINTON ST,"(39.2959415,-76.5705833)"
13479,7/17/2015 14:47,Medium,CD,DISORDERLY,P151981653,GUILFORD AV/E MADISON ST,"(39.298763,-76.611584)"
13480,7/17/2015 14:48,Medium,WD,DISORDERLY,P151981654,2500 FRANCIS ST,"(39.3126760,-76.6422370)"
13481,7/17/2015 14:47,Low,NW,AUTO ACCIDENT,P151981655,6000 PARK HEIGHTS AV,"(39.3563900,-76.6903279)"
13482,7/17/2015 14:47,Medium,ED,DISORDERLY,P151981656,2800 ASHLAND AV,"(39.3013011,-76.5780814)"
13483,7/17/2015 14:49,Low,SW,LARCENCY,P151981657,4600 EDMONDSON AV,"(39.2938898,-76.6942698)"
13484,7/17/2015 14:47,High,SW,SILENT ALARM,P151981658,2700 W BALTIMORE ST,"(39.2878060,-76.6591550)"
13485,7/17/2015 14:50,High,NW,Traffic Stop,P151981659,4100 HAYWARD AV,"(39.3449731,-76.6863589)"
13486,7/17/2015 14:48,High,ND,SILENT ALARM,P151981660,3800 ST PAUL ST,"(39.3348338,-76.6151105)"
13487,7/17/2015 14:50,Non-Emergency,NE,Repairs/Service,P151981661,100,"(39.3810499,-76.6572571)"
13488,7/17/2015 17:48,Medium,ND,DISORDERLY,P151982243,2600 ST PAUL ST,"(39.3194292,-76.6155026)"
13489,7/17/2015 17:48,Medium,SW,COMMON ASSAULT,P151982244,1000 PARKSLEY AV,"(39.2744508,-76.6645922)"
13490,7/17/2015 17:50,Medium,ED,911/NO  VOICE,P151982245,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
13491,7/17/2015 17:49,Low,SE,INVEST TROUBLE,P151982246,2100 BOSTON ST,"(39.2846619,-76.5866615)"
13492,7/17/2015 17:49,Low,NE,LARCENCY,P151982247,1700 E NORTHERN PY,"(39.2903848,-76.6121893)"
13493,7/17/2015 17:49,Low,NE,AUTO ACCIDENT,P151982248,SINCLAIR LN/BELAIR RD,"(39.314242,-76.582136)"
13494,7/17/2015 17:49,Medium,SE,911/NO  VOICE,P151982249,3300 EASTERN AV,"(39.2868510,-76.5697490)"
13495,7/17/2015 17:50,Low,SD,INVESTIGATE,P151982250,1500 W PATAPSCO AV,"(39.2497830,-76.6405870)"
13496,7/17/2015 17:51,Low,WD,GET BELONGINGS,P151982252,1100 N CALHOUN ST,"(39.3011464,-76.6402630)"
13497,7/17/2015 17:50,Medium,NW,UNFOUNDED,P151982253,4500 PIMLICO RD,"(39.3417370,-76.6665660)"
13498,7/17/2015 17:52,Low,NW,AUTO ACCIDENT,P151982254,5800 PARK HEIGHTS AV,"(39.3542675,-76.6868169)"
13499,7/17/2015 17:50,High,SD,AGGRAV ASSAULT,P151982256,3800 9TH ST,"(39.2327866,-76.5990844)"
13500,7/17/2015 17:53,Medium,WD,911/NO  VOICE,P151982257,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
13501,7/17/2015 17:52,Low,ED,UNKNOWN TROUBLE,P151982258,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
13502,7/17/2015 17:54,Medium,NW,NARCOTICSOutside,P151982259,SPAULDING AV/ELMER AV,"(39.346582,-76.677510)"
13503,7/17/2015 17:49,Medium,ND,DISORDERLY,P151982260,EDGEGREEN AV/PARK HILL AV,"(39.331248,-76.653720)"
13504,7/17/2015 17:53,Medium,CD,911/NO  VOICE,P151982262,1700 EUTAW PL,"(39.3068760,-76.6304080)"
13505,7/17/2015 17:52,Low,NE,INVESTIGATE,P151982263,2500-1 HARFORD RD,"(39.3169740,-76.5954540)"
13506,7/17/2015 17:53,Medium,SW,DISORDERLY,P151982264,1800 SPENCE ST,"(39.2688890,-76.6516989)"
13507,7/17/2015 17:55,Medium,NE,COMMON ASSAULT,P151982265,4200 BELMAR AV,"(39.3520402,-76.5336350)"
13508,7/17/2015 17:55,Medium,ED,911/NO  VOICE,P151982266,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
13509,7/17/2015 17:57,Medium,CW,Lab Request,P151982267,3700 EDMONDSON AV,"(39.2769450,-76.7729402)"
13510,7/17/2015 17:51,Medium,ED,911/NO  VOICE,P151982268,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
13511,7/17/2015 14:57,Medium,NW,NARCOTICSOutside,P151981678,4900 BLK PEMBRIDGE AV,"(39.3489549,-76.6694280)"
13512,7/17/2015 14:57,Medium,SE,911/NO  VOICE,P151981679,1900 PORTAL ST,"(39.2690730,-76.5330130)"
13513,7/17/2015 14:57,Medium,ED,911/NO  VOICE,P151981680,3600 E FEDERAL ST,"(39.3093926,-76.5696506)"
13514,7/17/2015 14:58,Medium,ND,911/NO  VOICE,P151981681,6300 YORK RD,"(39.3708423,-76.6106243)"
13515,7/17/2015 14:54,Medium,ED,AUTO THEFT,P151981682,200 N GAY ST,"(39.2923113,-76.6088477)"
13516,7/17/2015 14:59,Low,ND,AUTO ACCIDENT,P151981683,ELLERSLIE AV/E 0TH ST,"(39.329853,-76.603605)"
13517,7/17/2015 14:54,High,NE,SILENT ALARM,P151981684,1300 HOMESTEAD ST,"(39.3242573,-76.6008928)"
13518,7/17/2015 14:58,Non-Emergency,WD,56,P151981685,2000 WHITTIER AV,"(39.3147860,-76.6511010)"
13519,7/17/2015 14:58,High,SW,SILENT ALARM,P151981686,2700 W BALTIMORE ST,"(39.2878060,-76.6591550)"
13520,7/17/2015 15:01,Non-Emergency,ND,FOLLOW UP,P151981687,3500 CHESTNUT AV,"(39.3300300,-76.6296080)"
13521,7/17/2015 14:58,Medium,ND,SUSPICIOUS PERS,P151981688,1100 CEDARCROFT RD,"(39.3697594,-76.5973038)"
13522,7/17/2015 15:02,Non-Emergency,SW,Repairs/Service,P151981689,100,"(39.3810499,-76.6572571)"
13523,7/17/2015 14:58,Low,ND,AUTO ACCIDENT,P151981691,WYMAN PARK DR/REMINGTON AV,"(39.325746,-76.625007)"
13524,7/17/2015 15:01,Medium,NE,911/NO  VOICE,P151981692,2800 EDISON HY,"(39.3159715,-76.5735213)"
13525,7/17/2015 15:01,Medium,CD,COMMON ASSAULT,P151981693,GUILFORD AV/E MADISON ST,"(39.298763,-76.611584)"
13526,7/17/2015 15:00,Medium,ED,DISORDERLY,P151981694,900 N EDEN ST,"(39.3003868,-76.5994536)"
13527,7/17/2015 15:03,Medium,NE,911/NO  VOICE,P151981695,2800 EDISON HY,"(39.3159715,-76.5735213)"
13528,7/17/2015 15:01,Low,SD,INTOXICATED PERS,P151981697,S FULTON AV/WILKENS AV,"(39.282593,-76.644875)"
13529,7/17/2015 15:03,Medium,SD,911/NO  VOICE,P151981698,600 WASHINGTON BL,"(39.2965645,-76.6161199)"
13530,7/17/2015 15:04,Low,SD,OTHER,P151981700,1200 SARGEANT ST,"(39.2821190,-76.6347093)"
13531,7/17/2015 15:01,Low,SW,LARCENCY,P151981701,5000 FREDERICK AV,"(39.2813569,-76.6968907)"
13532,7/17/2015 15:04,Medium,NE,911/NO  VOICE,P151981702,2500 1/2 HARFORD RD,"(39.317209,-76.594969)"
13533,7/17/2015 15:04,Out of Service,ED,LARCENY F/AUTO,P151981703,1900 N BROADWAY,"(39.3125240,-76.5962210)"
13534,7/17/2015 15:06,High,WD,Traffic Stop,P151981704,2400 BLK W NORTH AV,"(39.3095510,-76.6556987)"
13535,7/17/2015 15:04,High,NE,SILENT ALARM,P151981705,3800 YOLANDO RD,"(39.3341360,-76.6004460)"
13536,7/17/2015 15:04,Medium,NE,911/NO  VOICE,P151981706,2800 EDISON HY,"(39.3159715,-76.5735213)"
13537,7/17/2015 15:05,Medium,NE,911/NO  VOICE,P151981707,2800 EDISON HY,"(39.3159715,-76.5735213)"
13538,7/17/2015 15:04,Low,SW,DESTRUCT PROPTY,P151981708,800 UNETTA AV,"(39.2734430,-76.6755340)"
13539,7/17/2015 14:58,Low,ED,LARCENCY,P151981709,2000 CLIFTWOOD AV,"(39.3137355,-76.5899221)"
13540,7/17/2015 15:07,Medium,SD,911/NO  VOICE,P151981710,4300 WEST BAY AV,"(39.2261328,-76.5943905)"
13541,7/17/2015 15:07,Non-Emergency,SE,RECOVER PROPERTY,P151981711,1800 PORTAL ST,"(39.2712362,-76.5358045)"
13542,7/17/2015 15:08,High,WD,Traffic Stop,P151981712,2600 BLK REISTERSTOWN RD,"(39.3174733,-76.6515474)"
13543,7/17/2015 15:08,Non-Emergency,SE,Foot  Patrol,P151981713,JEFFERSON ST/N DECKER AV,"(39.297042,-76.574374)"
13544,7/17/2015 15:06,Non-Emergency,SD,Private Tow,P151981714,800 E FORT AV,"(39.2722270,-76.6022850)"
13545,7/17/2015 15:05,Low,ED,HIT AND RUN,P151981715,N BROADWAY/ORLEANS ST,"(39.295301,-76.593951)"
13546,7/17/2015 15:06,Low,SE,SEE TEXT,P151981716,4900 EASTERN AV,"(39.2871610,-76.5549651)"
13547,7/17/2015 15:08,Medium,SW,911/NO  VOICE,P151981719,900 S CATON AV,"(39.2724121,-76.6723831)"
13548,7/17/2015 15:08,Medium,SW,AUTO THEFT,P151981720,2200 LYNDHURST AV,"(39.3123670,-76.6836120)"
13549,7/17/2015 15:07,Medium,SE,COMMON ASSAULT,P151981721,3300 E FAYETTE ST,"(39.2950660,-76.5708960)"
13550,7/17/2015 15:09,Low,SW,OTHER,P151981722,500 N EDGEWOOD ST,"(39.2928250,-76.6757310)"
13551,7/17/2015 15:09,Medium,NW,911/NO  VOICE,P151981723,3300 ALTO RD,"(39.3177083,-76.6730957)"
13552,7/17/2015 15:10,Medium,ND,911/NO  VOICE,P151981725,200 E UNIVERSITY PY,"(39.2903848,-76.6121893)"
13553,7/17/2015 15:11,Medium,CD,AUTO THEFT,P151981726,1500 EUTAW PL,"(39.3057016,-76.6285354)"
13554,7/17/2015 15:12,Medium,SD,FAMILY DISTURB,P151981728,900 BETHUNE RD,"(39.2450604,-76.6238504)"
13555,7/17/2015 15:09,Low,ED,NOTIFY,P151981729,2100 ORLEANS ST,"(39.2956069,-76.5875020)"
13556,7/17/2015 15:13,Low,ED,AUTO ACCIDENT,P151981730,N ROSE ST/E MADISON ST,"(39.299926,-76.581660)"
13557,7/17/2015 15:12,Medium,ND,911/NO  VOICE,P151981731,700 DRUID PARK LAKE DR,"(39.3167175,-76.6304122)"
13558,7/17/2015 15:13,Medium,ED,911/NO  VOICE,P151981732,1000 EDISON HY,"(39.3029101,-76.5728709)"
13559,7/17/2015 15:15,Non-Emergency,SD,RECOVER PROPERTY,P151981733,800 BLK E FORT AV,"(39.2722270,-76.6022850)"
13560,7/17/2015 15:13,Low,ED,AUTO ACCIDENT,P151981734,2500 BLK E MADISON ST,"(39.3000907,-76.5819333)"
13561,7/17/2015 15:14,Medium,SE,DISORDERLY,P151981735,3100 PULASKI HY,"(39.2955346,-76.5735518)"
13562,7/17/2015 15:13,Low,ED,AUTO ACCIDENT,P151981736,E MADISON ST/N ROSE ST,"(39.299926,-76.581660)"
